ABSGID,ABSCID,ABSUID,ABSBID,ABSSID,ABSFID,ABSTID,ABSKID,ABSEID,ABSDID,DAYWPED,PEDSTEP8,WKNDFLAG,DAYORPED,MET10DY,METT1DY,PEDTIME,PEDOFFDY,PEDOFFDM,LEVEL9,ABSHID,ABSLFID
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001596,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000991,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000991,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001354,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001354,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001153,0
1,0,0,0,0,0,0,0,1,0,4,9813,1,1,2,0,870,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,2,0,5,7518,1,2,2,0,660,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,3,0,6,4607,1,3,2,0,780,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,4,0,7,4211,2,4,2,0,840,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,5,0,1,9178,2,5,2,0,840,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,6,0,2,12587,1,6,1,0,810,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,7,0,3,3349,1,7,2,0,630,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,8,0,4,11995,1,8,1,0,660,2,0,9,INP13B1002237,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002035,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001300,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001789,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002738,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002738,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001187,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000168,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001940,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001940,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001289,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000066,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000066,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000992,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001046,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001046,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002712,0
5,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002712,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002025,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002025,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000450,0
3,0,0,0,0,0,0,0,1,0,5,10323,1,1,0,2,600,1,120,9,INP13B1001569,0
3,0,0,0,0,0,0,0,2,0,6,13084,1,2,0,1,720,2,0,9,INP13B1001569,0
3,0,0,0,0,0,0,0,3,0,7,12988,2,3,0,1,590,2,0,9,INP13B1001569,0
3,0,0,0,0,0,0,0,4,0,1,12054,2,4,0,1,710,2,0,9,INP13B1001569,0
3,0,0,0,0,0,0,0,5,0,2,13415,1,5,0,1,750,2,0,9,INP13B1001569,0
3,0,0,0,0,0,0,0,6,0,3,4572,1,6,0,2,390,1,360,9,INP13B1001569,0
3,0,0,0,0,0,0,0,7,0,4,10019,1,7,0,2,720,2,0,9,INP13B1001569,0
3,0,0,0,0,0,0,0,8,0,5,13697,1,8,0,1,745,1,25,9,INP13B1001569,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001675,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001675,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002699,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002699,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000664,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000796,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000796,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002728,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001159,0
7,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001159,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002415,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001482,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000223,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000112,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000826,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1000826,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002882,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001536,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001536,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001924,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001946,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000529,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000928,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000928,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000395,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000395,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002550,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002820,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000295,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000295,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001741,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001741,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000549,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001312,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000849,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000849,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001677,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000835,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001067,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000599,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002129,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001378,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001378,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000767,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002166,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002166,0
1,0,0,0,0,0,0,0,1,0,6,4150,1,1,2,0,665,2,0,9,INP13B1001160,0
1,0,0,0,0,0,0,0,2,0,7,4562,2,2,2,0,915,2,0,9,INP13B1001160,0
1,0,0,0,0,0,0,0,3,0,1,4370,2,3,2,0,840,1,30,9,INP13B1001160,0
1,0,0,0,0,0,0,0,4,0,2,4275,1,4,2,0,810,1,30,9,INP13B1001160,0
1,0,0,0,0,0,0,0,5,0,3,4376,1,5,2,0,780,1,30,9,INP13B1001160,0
1,0,0,0,0,0,0,0,6,0,4,5378,1,6,2,0,836,2,0,9,INP13B1001160,0
1,0,0,0,0,0,0,0,7,0,5,4578,1,7,2,0,930,2,0,9,INP13B1001160,0
1,0,0,0,0,0,0,0,8,0,6,4580,1,8,2,0,900,1,30,9,INP13B1001160,0
3,0,0,0,0,0,0,0,1,0,3,14402,1,1,1,0,594,2,0,9,INP13B1002139,0
3,0,0,0,0,0,0,0,2,0,4,18229,1,2,1,0,728,2,0,9,INP13B1002139,0
3,0,0,0,0,0,0,0,3,0,5,21900,1,3,1,0,766,2,0,9,INP13B1002139,0
3,0,0,0,0,0,0,0,4,0,6,5753,1,4,2,0,362,2,0,9,INP13B1002139,0
2,0,0,0,0,0,0,0,1,0,4,1420,1,1,2,0,690,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,2,0,5,1924,1,2,2,0,600,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,3,0,6,2020,1,3,2,0,300,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,4,0,7,2300,2,4,2,0,750,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,5,0,1,910,2,5,2,0,240,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,6,0,2,1934,1,6,2,0,690,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,7,0,3,810,1,7,2,0,240,2,0,9,INP13B1002280,0
2,0,0,0,0,0,0,0,8,0,4,2003,1,8,2,0,690,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,1,0,4,7291,1,1,0,2,687,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,2,0,5,5211,1,2,0,2,594,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,3,0,6,9399,1,3,0,2,518,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,4,0,7,8320,2,4,0,2,765,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,5,0,1,7101,2,5,0,2,593,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,6,0,2,1110,1,6,0,2,9997,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,7,0,3,2912,1,7,0,2,292,2,0,9,INP13B1002280,0
4,0,0,0,0,0,0,0,8,0,4,1203,1,8,0,2,234,2,0,9,INP13B1002280,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001774,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001774,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000877,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001292,0
5,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001292,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001158,0
1,0,0,0,0,0,0,0,1,0,2,7535,1,1,2,0,560,2,0,9,INP13B1001722,0
1,0,0,0,0,0,0,0,2,0,3,3250,1,2,2,0,360,2,0,9,INP13B1001722,0
1,0,0,0,0,0,0,0,3,0,4,6450,1,3,2,0,630,2,0,9,INP13B1001722,0
1,0,0,0,0,0,0,0,4,0,6,1730,1,4,2,0,540,2,0,9,INP13B1001722,0
1,0,0,0,0,0,0,0,5,0,7,6014,2,5,2,0,510,2,0,9,INP13B1001722,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002385,0
1,0,0,0,0,0,0,0,1,0,2,2928,1,1,2,0,900,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,2,0,3,4060,1,2,2,0,870,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,3,0,4,5694,1,3,2,0,860,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,4,0,5,4911,1,4,2,0,990,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,5,0,6,4233,1,5,2,0,840,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,6,0,7,950,2,6,2,0,240,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,7,0,1,2992,2,7,2,0,720,2,0,9,INP13B1001652,0
1,0,0,0,0,0,0,0,8,0,2,4838,1,8,2,0,840,2,0,9,INP13B1001652,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001349,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002620,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000338,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000338,0
1,0,0,0,0,0,0,0,1,0,5,6130,1,1,2,0,660,1,15,9,INP13B1001068,0
1,0,0,0,0,0,0,0,2,0,7,4332,2,2,2,0,525,1,15,9,INP13B1001068,0
1,0,0,0,0,0,0,0,3,0,2,6200,1,3,2,0,610,2,0,9,INP13B1001068,0
1,0,0,0,0,0,0,0,4,0,3,7329,1,4,2,0,615,1,15,9,INP13B1001068,0
1,0,0,0,0,0,0,0,5,0,6,5312,1,5,2,0,495,1,15,9,INP13B1001068,0
1,0,0,0,0,0,0,0,6,0,1,3230,2,6,2,0,690,2,0,9,INP13B1001068,0
1,0,0,0,0,0,0,0,1,0,3,4998,1,1,2,0,756,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,2,0,4,3235,1,2,2,0,695,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,3,0,5,5791,1,3,2,0,735,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,4,0,6,4461,1,4,2,0,780,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,5,0,7,3407,2,5,2,0,600,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,6,0,1,4596,2,6,2,0,585,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,7,0,2,4385,1,7,2,0,790,2,0,9,INP13B1001420,0
1,0,0,0,0,0,0,0,8,0,3,6382,1,8,2,0,770,2,0,9,INP13B1001420,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001420,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000121,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001848,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000615,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001920,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001102,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002784,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001994,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002340,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002665,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002651,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002651,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001874,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001922,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001922,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000683,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002562,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001358,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001860,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001860,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000551,0
3,0,0,0,0,0,0,0,1,0,5,10973,1,1,0,2,840,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,2,0,6,11213,1,2,0,1,840,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,3,0,7,9734,2,3,0,2,690,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,4,0,1,8771,2,4,0,2,690,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,5,0,2,9953,1,5,0,2,840,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,6,0,3,10124,1,6,0,2,840,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,7,0,4,11730,1,7,0,1,840,2,0,9,INP13B1000551,0
3,0,0,0,0,0,0,0,8,0,5,13061,1,8,0,1,893,2,0,9,INP13B1000551,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001907,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001333,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001333,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002861,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001679,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002036,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002370,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002370,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001494,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001973,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001973,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001981,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000453,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002367,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002367,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001089,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002741,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1000103,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002094,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000668,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000668,0
1,0,0,0,0,0,0,0,1,0,5,4502,1,1,2,0,630,2,0,9,INP13B1001433,0
1,0,0,0,0,0,0,0,2,0,6,5036,1,2,2,0,630,2,0,9,INP13B1001433,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001433,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000659,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000659,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000200,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000200,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001951,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001951,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002794,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001531,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000022,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000022,0
1,0,0,0,0,0,0,0,1,0,2,5809,1,1,2,0,870,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,2,0,3,4890,1,2,2,0,930,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,3,0,4,5201,1,3,2,0,840,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,4,0,5,4727,1,4,2,0,810,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,5,0,6,5884,1,5,2,0,840,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,6,0,7,5341,2,6,2,0,810,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,7,0,1,4872,2,7,2,0,720,2,0,9,INP13B1001279,0
1,0,0,0,0,0,0,0,8,0,2,5122,1,8,2,0,300,2,0,9,INP13B1001279,0
4,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001279,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002180,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001351,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001351,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000039,0
1,0,0,0,0,0,0,0,1,0,6,6979,1,1,2,0,840,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,2,0,7,2974,2,2,2,0,840,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,3,0,1,13225,2,3,1,0,950,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,4,0,2,14563,1,4,1,0,1000,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,5,0,3,11720,1,5,1,0,815,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,6,0,4,17419,1,6,1,0,905,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,7,0,5,7614,1,7,2,0,905,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,8,0,6,5987,1,8,2,0,935,1,10,9,INP13B1002039,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000163,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001878,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000151,0
1,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1002471,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000665,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001191,0
2,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1002760,0
5,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000328,0
6,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000328,0
2,0,0,0,0,0,0,0,1,0,4,1583,1,1,2,0,580,1,20,9,INP13B1000378,0
2,0,0,0,0,0,0,0,2,0,5,2105,1,2,2,0,733,1,142,9,INP13B1000378,0
2,0,0,0,0,0,0,0,3,0,6,2500,1,3,2,0,730,1,20,9,INP13B1000378,0
2,0,0,0,0,0,0,0,4,0,7,2490,2,4,2,0,760,1,20,9,INP13B1000378,0
2,0,0,0,0,0,0,0,5,0,1,2300,2,5,2,0,770,1,20,9,INP13B1000378,0
2,0,0,0,0,0,0,0,6,0,2,2306,1,6,2,0,820,1,20,9,INP13B1000378,0
2,0,0,0,0,0,0,0,7,0,3,2500,1,7,2,0,790,1,20,9,INP13B1000378,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000100,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1000100,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001974,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1001974,0
4,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002286,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002535,0
2,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002535,0
3,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002300,0
1,0,0,0,0,0,0,0,1,0,0,99999,0,0,0,0,9999,0,9999,9,INP13B1002441,0
3,0,0,0,0,0,0,0,1,0,9,99998,4,9,4,0,9998,4,9998,9,INP13B1001092,0
6,0,0,0,0,0,0,0,1,0,9,99998,4,9,0,4,9998,4,9998,9,INP13B1001092,0
