HHSIZECB,DSMKHHRB,LNDLORDB,DWLSTRBC,NUMRMSBC,ARIABC,NUMKHHEC,HHADULEC,STHHTYC,TENUREC,INCDECE,WHROR01,WHROR02,WHROR03,WHROR04,WHROR05,WHROR06,WHROR07,WHROR08,WHROR09,WHROR10,WHROR11,WHROR12,WHROR13,WHROR14,WHROR15,WHROR16,WHROR17,WHROR18,WHROR19,WHROR20,WHROR21,WHROR22,WHROR23,WHROR24,WHROR25,WHROR26,WHROR27,WHROR28,WHROR29,WHROR30,WHROR31,WHROR32,WHROR33,WHROR34,WHROR35,WHROR36,WHROR37,WHROR38,WHROR39,WHROR40,WHROR41,WHROR42,WHROR43,WHROR44,WHROR45,WHROR46,WHROR47,WHROR48,WHROR49,WHROR50,WHROR51,WHROR52,WHROR53,WHROR54,WHROR55,WHROR56,WHROR57,WHROR58,WHROR59,WHROR60,NHSFHHWT,FINSTRS,SF2SA1DN,SMKHSQ4D,PHONEQ01,LANDWH,LEVEL1,STATE,ABSPID,ABSBID,ABSCID,ABSGID,ABSTID,ABSUID,ABSMID,ABSLID
3,0,0,1,3,1,1,2,1,2,5,343.692627,341.3830566,354.489502,339.7556152,341.5427246,344.6208496,342.2275391,357.1835938,338.1008301,337.5615234,346.0546875,329.9084473,348.0349121,339.1096191,339.1123047,345.7810059,351.5581055,342.6364746,342.0268555,339.4697266,347.1401367,343.6950684,334.8000488,338.0427246,357.1296387,339.9743652,348.1325684,335.2773438,343.980957,0,343.692627,351.1369629,340.1181641,339.7556152,346.286377,335.3066406,346.9807129,342.5048828,347.4924316,333,341.3781738,339.0727539,343.2670898,348.5292969,334.5297852,350.5837402,346.675293,342.6364746,351.5275879,339.4697266,342.4492188,343.6950684,344.1000977,342.737793,337.8251953,354.3393555,338.7233887,335.2773438,363.921875,333.0942383,337.5388342,1,4,0,2,3,1,4,0,0,0,0,0,0,0,NHS11B0002279
4,0,0,1,4,2,2,2,1,2,3,709.6796875,701.8666992,704.796875,696.3271484,700.9379883,713.4853516,752.6201172,696.3608398,711.9404297,744.3979492,684.8222656,736.2739258,705.4311523,723.168457,702.7958984,703.3359375,696.1337891,692.5698242,691.3769531,700.2792969,697.8852539,705.6005859,694.2573242,700.5014648,700.2480469,698.4394531,696.7167969,695.6235352,705.3706055,702.7182617,709.6796875,710.6401367,696.2016602,687.8354492,700.9379883,696.0834961,706.1621094,732.5356445,711.9404297,0,693.2768555,736.2739258,705.4311523,705.3120117,720.3657227,703.3359375,704.7280273,709.8837891,717.6313477,708.9243164,706.6088867,705.6005859,720.621582,718.2358398,736.1582031,715.9003906,714.1347656,704.2114258,696.7685547,702.7182617,695.7993913,1,8,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0002280
1,0,1,1,2,3,0,1,4,3,6,43.06692505,43.03341675,41.94741821,43.93695068,42.21868896,43.97265625,43.12774658,43.54589844,0,44.15151978,44.87319946,43.18630981,43.97808838,42.80331421,43.30618286,42.89889526,43.17672729,43.7850647,43.9006958,44.40359497,43.6288147,43.59695435,43.32666016,43.51953125,43.8822937,42.55361938,44.18624878,43.15869141,43.64859009,43.82830811,42.31921387,43.65039063,42.09460449,45.05532837,42.66464233,43.81729126,42.82510376,43.08911133,42.54251099,43.22201538,42.51971436,43.03317261,43.05545044,42.20254517,43.30618286,43.05047607,43.02520752,42.87289429,44.68746948,42.85644531,43.32049561,43.90505981,42.26992798,43.67224121,43.11779785,42.25708008,43.72113037,43.31011963,43.34121704,43.21102905,42.59370576,1,6,0,1,1,1,7,0,0,0,0,0,0,0,NHS11B0002281
4,0,0,1,4,1,0,4,1,1,10,529.6826172,519.8994141,528.559082,538.5141602,522.2070313,529.3847656,525.8925781,522.5668945,524.6137695,530.0273438,529.3393555,528.9619141,530.7290039,526.0473633,528.0927734,538.2001953,526.0112305,528.3642578,527.1367188,525.0214844,520.1557617,520.7001953,538.1396484,520.4013672,520.9663086,525.5185547,525.9116211,522.5307617,0,527.1899414,532.2661133,527.5073242,528.559082,528.1079102,527.2768555,524.2451172,528.4580078,525.1162109,529.7573242,519.8344727,534.5292969,528.9619141,522.9995117,526.0473633,528.0927734,522.6000977,526.0112305,533.519043,537.5751953,519.9736328,520.1557617,530.9101563,527.6904297,528.0166016,526.0488281,525.5185547,525.9116211,535.4643555,524.9975586,529.7490234,518.384001,1,10,0,1,1,1,5,0,0,0,0,0,0,0,NHS11B0002282
2,0,0,1,3,1,0,2,1,1,99,816.7871094,797.9106445,800.8095703,809.5488281,821.8310547,812.2021484,827.6508789,812.949707,796.4736328,834.8027344,827.5371094,844.3359375,816.1875,802.9887695,811.862793,800.0429688,794.7954102,798.4604492,808.2265625,804.8598633,801.2075195,793.2705078,801.9550781,798.862793,813.4707031,812.90625,808.5566406,813.5795898,804.9887695,810.8828125,800.6450195,807.4858398,810.3813477,812.7871094,815.2299805,805.7563477,801.3764648,812.949707,815.8999023,0,807.6762695,817.0996094,800.0571289,819.1777344,815.1235352,812.8950195,817.3203125,804.8227539,805.0317383,821.21875,801.2075195,819.0678711,831.4150391,811.7480469,836.8081055,809.6674805,808.5566406,800.6655273,827.9887695,810.8828125,797.6942506,1,8,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0002283
1,0,1,1,4,1,0,1,4,3,10,832.1005859,834.0473633,830.7666016,827.1826172,831.8613281,830.4121094,839.7802734,845.4365234,823.3720703,836.1000977,839.7851563,836.8071289,837.3911133,837.3344727,834.2900391,833.1889648,840.6811523,829.9174805,841.0537109,846.7539063,850.640625,851.1010742,848.5810547,831.7983398,835.9926758,845.8291016,825.1152344,826.4956055,827.8925781,830.4755859,839.9692383,836.0146484,832.7211914,829.1245117,824.0869141,830.4121094,831.8950195,835.4902344,829.184082,836.1000977,0,823.152832,831.4521484,831.4238281,822.6757813,831.237793,823.1669922,820.2446289,829.2905273,836.7924805,846.5898438,825.25,834.5712891,829.8505859,837.9643555,835.9482422,827.0478516,834.2924805,835.6845703,826.5859375,819.9066815,1,4,0,1,2,1,2,0,0,0,0,0,0,0,NHS11B0002284
2,0,0,1,4,1,0,2,1,2,99,400.8527832,402.5925293,407.9533691,402.4492188,406.6088867,407.0993652,401.1894531,414.2353516,405.6369629,408.8664551,405.3330078,404.0107422,401.7849121,410.6203613,0,403.8161621,406.9033203,407.1188965,406.7297363,411.8828125,407.6689453,402.1584473,408.5166016,407.0759277,404.6496582,402.2558594,401.6911621,408.0693359,403.7460938,404.3432617,400.8527832,404.9240723,409.546875,402.4492188,405.0419922,407.8884277,402.7355957,411.0241699,407.2124023,407.2785645,403.7709961,402.4597168,408.0505371,405.0927734,404.3439941,405.378418,407.6904297,411.1022949,407.5178223,409.4880371,407.6689453,404.4875488,403.7756348,404.7138672,404.6496582,403.809082,406.3439941,406.4907227,406.1027832,407.4960938,399.120118,1,9,0,2,3,1,5,0,0,0,0,0,0,0,NHS11B0002285
3,0,0,1,4,1,0,3,1,2,8,464.6984863,483.5163574,492.4431152,482.3710938,469.4755859,476.8227539,461.828125,494.9304199,470.498291,463.9675293,480.3996582,469.3164063,469.704834,490.8098145,477.8427734,480.4316406,478.7646484,467.1853027,481.6149902,463.1484375,484.2131348,463.6665039,487.3735352,464.7536621,479.5151367,466.0292969,447.3361816,479.9169922,473.0373535,471.5263672,477.2580566,483.5163574,479.1337891,469.677002,495.5576172,464.2749023,461.828125,481.5539551,470.498291,476.5073242,467.7575684,509.543457,482.3994141,464.9777832,490.7575684,480.4316406,0,479.8117676,481.6149902,475.6660156,484.2131348,463.6665039,487.3735352,464.7536621,479.5151367,466.0292969,447.3361816,467.2875977,473.0373535,484.2702637,467.4471375,1,8,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0002286
1,0,0,1,2,1,0,1,4,1,2,297.3010254,293.4238281,293.0883789,295.9755859,295.5839844,302.4020996,293.1789551,292.1928711,297.5239258,294.4318848,293.8608398,295.8217773,297.0134277,293.4304199,293.5788574,296.7192383,300.3874512,292.923584,292.0776367,296.9191895,291.9284668,295.1672363,292.166748,299.5847168,294.9555664,295.8029785,299.4047852,296.144043,296.4047852,297.1403809,301.1958008,297.8986816,294.3491211,0,296.8608398,297.8496094,295.0744629,295.3549805,296.8813477,298.8928223,295.7731934,295.1828613,302.2243652,294.7033691,296.1096191,293.5354004,298.440918,292.2949219,297.829834,294.3540039,296.3806152,293.2712402,292.7924805,296.3635254,294.3225098,295.1640625,295.5163574,296.7834473,297.043457,294.5788574,290.9185067,1,4,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0002287
4,0,1,1,4,2,0,4,5,3,99,1060.358398,1028.869141,1038.90918,1044.119141,1070.992188,1024.799805,1073.847656,1055.387695,1044.90918,1016.968262,1073.163086,1062.615234,1055.786133,1047.013672,0,1034.301758,1052.845703,1048.484375,1041.791992,1033.588867,1026.885742,1056.276367,1041.59082,1049.820313,1034.743164,1065.788086,1036.384766,1060.02832,1044.398438,1053.923828,1033.168945,1042.230469,1038.90918,1044.119141,1043.173828,1024.799805,1059.717773,1055.387695,1086.706055,1043.730469,1073.163086,1035.014648,1042.250977,1033.589844,1030.694336,1047.734375,1039.171875,1048.484375,1114.138672,1033.588867,1026.885742,1070.174805,1028.237305,1049.820313,1008.210938,1065.788086,1049.844727,1060.02832,1044.398438,1040.237305,1029.929553,1,6,0,2,3,1,2,0,0,0,0,0,0,0,NHS11B0002288
2,0,2,2,1,1,0,2,1,3,99,840.5068359,842.4272461,842.8325195,838.3544922,848.2900391,844.6298828,846.8125,845.3178711,843.5864258,849.9775391,839.1826172,846.6323242,843.4882813,852.0942383,844.4863281,840.8847656,840.8701172,846.1640625,842.9511719,854.4355469,854.1225586,846.0649414,843.2910156,836.2666016,847.6762695,839.9091797,848.6992188,852.2939453,838.6337891,830.2695313,842.0048828,845.4467773,845.8535156,836.862793,845.2607422,838.6503906,845.2973633,843.8081055,842.0825195,842.3886719,839.1826172,837.6098633,841.9819336,841.4624023,841.480957,837.8974609,849.9604492,840.1416016,847.4916992,846.7929688,840.3955078,0,843.2910156,846.7758789,847.6762695,838.4121094,838.1469727,840.1621094,838.6337891,837.6694336,829.3806313,2,1,0,2,3,1,2,0,0,0,0,0,0,0,NHS11B0002289
2,2,1,3,1,3,0,2,1,3,1,747.1069336,757.3022461,755.7509766,756.2270508,753.9589844,749.6728516,759.6767578,0,759.2573242,755.4902344,752.7514648,745.7602539,759.480957,745.5537109,741.7739258,753.206543,745.1323242,751.324707,752.300293,745.9013672,739.3999023,753.7924805,746.4248047,743.0800781,748.7666016,745.3115234,753.2636719,739.3881836,755.2797852,746.1655273,745.5307617,749.3305664,752.5625,745.1293945,746.0722656,744.9677734,756.4580078,752.4174805,752.8232422,752.3022461,754.3530273,750.4804688,749.8671875,747.1230469,751.1435547,748.449707,766.0087891,759.3007813,752.300293,760.1845703,750.3188477,758.6040039,757.5180664,762.1743164,755.1123047,756.3647461,746.9472656,744.0283203,745.7792969,738.3925781,738.5733894,2,2,1,2,3,1,3,0,0,0,0,0,0,0,NHS11B0002290
2,0,0,1,4,1,0,2,1,2,7,400.8527832,402.5925293,407.9533691,402.4492188,406.6088867,407.0993652,401.1894531,0,405.6369629,408.8664551,405.3330078,404.0107422,401.7849121,410.6203613,407.4782715,403.8161621,406.9033203,407.1188965,406.7297363,411.8828125,407.6689453,402.1584473,408.5166016,407.0759277,404.6496582,402.2558594,401.6911621,408.0693359,403.7460938,404.3432617,400.8527832,404.9240723,409.546875,402.4492188,405.0419922,407.8884277,402.7355957,411.0241699,407.2124023,407.2785645,403.7709961,402.4597168,408.0505371,405.0927734,404.3439941,405.378418,407.6904297,411.1022949,407.5178223,409.4880371,407.6689453,404.4875488,403.7756348,404.7138672,404.6496582,403.809082,406.3439941,406.4907227,406.1027832,407.4960938,399.120118,1,10,0,1,2,1,5,0,0,0,0,0,0,0,NHS11B0002291
1,0,3,3,1,2,0,1,4,3,2,133.1173096,132.7872314,132.2193604,132.5823975,132.6008301,133.6933594,127.3908081,0,134.3536377,131.3409424,133.0537109,131.0112305,134.3427734,130.8735352,132.2687988,134.0401611,131.4338379,130.9290771,134.2877197,135.3796387,135.6038818,131.7956543,130.6538086,131.6068115,131.1501465,129.0605469,130.9584961,129.6654053,132.8602295,133.5130615,133.8527832,132.0655518,130.0753174,131.1490479,130.4505615,130.8027344,129.4677734,130.7731934,129.2972412,135.7435303,132.3305664,131.0112305,133.6165771,133.019043,131.553833,133.3077393,133.6003418,133.7908936,135.0214844,131.0125732,130.527832,132.5119629,131.3638916,132.3259277,133.2884521,131.8815918,130.2545166,131.0671387,135.050293,131.3479004,129.9690385,1,2,0,1,1,1,6,0,0,0,0,0,0,0,NHS11B0002292
1,0,1,2,3,1,0,1,4,3,7,297.3010254,293.4238281,293.0883789,295.9755859,295.5839844,302.4020996,293.1789551,292.1928711,297.5239258,294.4318848,293.8608398,295.8217773,297.0134277,293.4304199,293.5788574,296.7192383,300.3874512,292.923584,292.0776367,296.9191895,291.9284668,295.1672363,292.166748,299.5847168,294.9555664,295.8029785,299.4047852,296.144043,296.4047852,297.1403809,301.1958008,297.8986816,294.3491211,297.9099121,296.8608398,297.8496094,295.0744629,295.3549805,296.8813477,298.8928223,295.7731934,295.1828613,302.2243652,294.7033691,296.1096191,293.5354004,298.440918,292.2949219,0,294.3540039,296.3806152,293.2712402,292.7924805,296.3635254,294.3225098,295.1640625,295.5163574,296.7834473,297.043457,294.5788574,290.9185067,2,4,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0002293
2,0,0,1,4,3,0,2,1,2,9,68.41827393,68.44885254,68.60040283,67.63873291,70.59405518,69.11987305,68.89532471,68.84014893,70.0869751,68.69219971,69.05560303,0,68.83276367,68.31317139,67.24749756,67.83453369,69.28973389,68.41467285,68.69366455,68.63348389,69.28637695,69.50579834,69.16088867,68.96746826,68.36791992,69.67822266,68.10266113,69.54333496,68.91253662,67.13317871,69.62280273,68.68817139,69.56658936,69.80511475,68.38031006,68.63482666,68.17767334,68.84014893,68.61657715,67.50372314,70.03863525,68.24810791,68.59124756,69.03479004,68.66821289,67.3651123,68.07836914,68.17633057,69.66809082,68.1552124,68.80181885,68.53710938,67.96014404,69.21118164,68.12884521,68.70367432,67.86541748,68.81384277,70.38397217,68.55645752,67.58414384,1,7,0,1,1,1,7,0,0,0,0,0,0,0,NHS11B0002294
2,0,1,1,3,1,0,2,1,3,10,613.0644531,617.5361328,616.6201172,620.7299805,618.652832,617.9326172,622.625,625.5961914,616.6918945,621.3071289,618.8339844,624.4267578,616.527832,640.7285156,621.7963867,621.5869141,615.1660156,608.309082,621.8012695,625.7607422,625.6987305,613.4580078,617.9038086,619.0244141,620.5356445,620.6850586,622.0068359,620.2719727,617.2319336,621.1010742,611.3754883,638.7695313,618.3330078,622.46875,0,619.644043,619.1850586,630.8535156,628.8178711,628.2880859,617.1245117,619.2231445,618.2407227,626.3706055,623.5332031,623.3183594,618.5834961,613.3505859,621.8012695,624.0224609,617.1040039,608.3876953,617.9038086,610.5214844,610.3071289,610.4257813,625.4916992,613.4370117,617.2319336,614.2568359,609.5200157,1,5,0,1,2,1,3,0,0,0,0,0,0,0,NHS11B0002295
4,0,0,1,3,2,1,3,1,2,8,134.0875244,132.0583496,134.6149902,134.6552734,137.1192627,132.6057129,131.6623535,132.7796631,131.3037109,132.4244385,134.1298828,133.8884277,133.2055664,138.0584717,141.7425537,136.3585205,136.2348633,135.7757568,131.0678711,134.3201904,133.0250244,143.0992432,136.9414063,136.7244873,0,132.119873,131.9329834,133.9737549,132.6134033,128.3737793,131.4057617,132.0583496,131.9227295,137.4605713,131.6343994,132.6057129,137.1483154,132.7796631,131.3037109,132.4244385,131.4473877,133.8884277,130.5415039,132.5361328,135.9571533,130.9041748,142.0319824,130.3447266,133.7426758,134.3201904,130.364502,131.6513672,142.8953857,133.9342041,134.0563965,134.8161621,131.9329834,131.2941895,132.6134033,128.3737793,131.7042883,1,8,0,1,1,1,6,0,0,0,0,0,0,0,NHS11B0002296
2,0,0,1,3,1,0,2,1,1,5,400.8527832,402.5925293,407.9533691,402.4492188,406.6088867,407.0993652,401.1894531,414.2353516,405.6369629,408.8664551,405.3330078,404.0107422,401.7849121,410.6203613,407.4782715,403.8161621,406.9033203,407.1188965,406.7297363,411.8828125,407.6689453,402.1584473,408.5166016,0,404.6496582,402.2558594,401.6911621,408.0693359,403.7460938,404.3432617,400.8527832,404.9240723,409.546875,402.4492188,405.0419922,407.8884277,402.7355957,411.0241699,407.2124023,407.2785645,403.7709961,402.4597168,408.0505371,405.0927734,404.3439941,405.378418,407.6904297,411.1022949,407.5178223,409.4880371,407.6689453,404.4875488,403.7756348,404.7138672,404.6496582,403.809082,406.3439941,406.4907227,406.1027832,407.4960938,399.120118,1,4,0,1,2,1,5,0,0,0,0,0,0,0,NHS11B0002297
2,0,0,1,3,1,0,2,1,1,8,840.5068359,842.4272461,842.8325195,838.3544922,848.2900391,844.6298828,846.8125,845.3178711,843.5864258,849.9775391,839.1826172,846.6323242,843.4882813,852.0942383,844.4863281,840.8847656,840.8701172,846.1640625,842.9511719,854.4355469,854.1225586,846.0649414,843.2910156,836.2666016,847.6762695,839.9091797,848.6992188,0,838.6337891,830.2695313,842.0048828,845.4467773,845.8535156,836.862793,845.2607422,838.6503906,845.2973633,843.8081055,842.0825195,842.3886719,839.1826172,837.6098633,841.9819336,841.4624023,841.480957,837.8974609,849.9604492,840.1416016,847.4916992,846.7929688,840.3955078,852.1738281,843.2910156,846.7758789,847.6762695,838.4121094,838.1469727,840.1621094,838.6337891,837.6694336,829.3806313,1,10,0,1,1,1,2,0,0,0,0,0,0,0,NHS11B0002298
5,1,1,1,3,1,2,3,2,3,99,478.0361328,501.7407227,493.1086426,479.5661621,483.5554199,481.5949707,478.7497559,486.0925293,516.3295898,476.9404297,501.4416504,467.1853027,477.904541,0,475.9106445,463.7094727,472.0795898,472.621582,472.1191406,497.8452148,477.8432617,477.7851563,484.842041,481.7680664,470.5019531,477.6540527,472.432373,476.3972168,469.029541,465.0292969,489.9868164,489.1970215,493.1086426,491.862793,495.6442871,481.5949707,478.7497559,474.2368164,478.5495605,501.3989258,476.9812012,478.8649902,489.8520508,485.8112793,487.8083496,475.302002,483.8815918,484.4372559,472.1191406,485.3991699,477.8432617,477.7851563,473.0166016,494.1210938,482.2644043,477.6540527,484.2431641,527.8994141,493.0822754,476.6550293,474.8758947,1,6,5,2,3,1,5,0,0,0,0,0,0,0,NHS11B0002299
1,0,0,1,2,1,0,1,4,1,2,832.1005859,834.0473633,830.7666016,827.1826172,831.8613281,830.4121094,839.7802734,845.4365234,823.3720703,836.1000977,839.7851563,836.8071289,837.3911133,837.3344727,834.2900391,833.1889648,840.6811523,829.9174805,841.0537109,846.7539063,850.640625,851.1010742,848.5810547,831.7983398,835.9926758,845.8291016,825.1152344,826.4956055,827.8925781,830.4755859,839.9692383,836.0146484,832.7211914,829.1245117,824.0869141,830.4121094,831.8950195,835.4902344,829.184082,836.1000977,839.7851563,823.152832,831.4521484,831.4238281,822.6757813,831.237793,823.1669922,820.2446289,829.2905273,836.7924805,846.5898438,825.25,834.5712891,829.8505859,0,835.9482422,827.0478516,834.2924805,835.6845703,826.5859375,819.9066815,1,8,0,2,3,1,2,0,0,0,0,0,0,0,NHS11B0002300
2,1,0,1,3,1,0,2,1,2,99,956.8012695,957.8803711,960.394043,955.2104492,950.1484375,940.5424805,955.8579102,952.7387695,952.2983398,948.2436523,947.1269531,951.7929688,952.4902344,952.0214844,948.2436523,951.7280273,960.5043945,943.7890625,951.9248047,955.8422852,950.0009766,940.3666992,959.8920898,948.1416016,944.168457,941.3881836,959.0053711,945.9584961,954.2416992,949.2480469,962.5649414,952.1674805,958.4770508,947.6293945,942.6669922,957.5058594,952.0649414,948.9580078,952.2983398,952.0136719,949.0024414,959.3920898,944.9604492,957.7109375,944.5102539,957.4384766,958.5913086,951.3095703,0,957.7421875,950.0009766,944.105957,959.8920898,944.4013672,947.9077148,946.9804688,943.902832,974.7397461,961.8754883,939.9233398,936.0164001,1,6,5,1,1,1,1,0,0,0,0,0,0,0,NHS11B0002301
1,1,1,3,2,2,0,1,4,3,99,792.9985352,802.175293,804.8154297,804.734375,802.4467773,807.3129883,807.0898438,794.3764648,790.1733398,818.0537109,819.5244141,795.4731445,785.887207,787.6801758,788.7451172,784.9257813,797.7939453,792.175293,788.7573242,790.6894531,792.0351563,797.3686523,789.9580078,791.6206055,791.7949219,799.4667969,786.456543,789.2866211,795.0385742,797.7128906,808.3964844,798.3735352,808.7036133,0,802.4467773,819.1274414,810.9887695,802.0146484,801.515625,810.2626953,815.5844727,795.4731445,793.3720703,818.7216797,792.5009766,807.7875977,825.0356445,811.402832,785.0366211,790.6894531,792.0351563,801.1655273,797.5175781,795.3725586,814.7456055,822.9804688,782.746582,800.5625,795.0385742,809.3300781,786.4569773,1,3,1,1,1,1,2,0,0,0,0,0,0,0,NHS11B0002302
2,0,0,1,3,3,0,2,1,1,5,140.5343018,141.6306152,143.5673828,141.2944336,139.5618896,141.6574707,139.4127197,141.2320557,140.1446533,139.9550781,139.4749756,140.2303467,139.1584473,0,140.1405029,141.4799805,141.7297363,143.1396484,141.9564209,140.2674561,141.1207275,142.369873,141.1141357,141.6070557,140.4119873,140.085083,141.8790283,141.6292725,142.1401367,141.02771,141.4711914,144.5209961,141.1745605,144.1682129,141.895752,141.6574707,142.229126,144.1046143,142.5040283,142.7919922,142.2926025,140.2303467,143.418335,141.8537598,141.5466309,141.9547119,146.1282959,142.6593018,143.4001465,141.6748047,141.5911865,142.8508301,140.6437988,142.0837402,141.3511963,141.0158691,143.3170166,142.1044922,141.6646729,143.8959961,139.3692147,1,2,0,1,1,1,6,0,0,0,0,0,0,0,NHS11B0002303
1,0,0,3,2,1,0,1,4,2,1,650.8925781,645.4711914,647.2143555,654.3007813,659.8447266,646.0410156,652.4316406,649.953125,660.234375,659.0839844,645.5532227,652.2319336,651.965332,644.734375,645.409668,655.8520508,655.1733398,0,653.34375,646.796875,644.3085938,641.6904297,649.5200195,645.8505859,642.7421875,639.5200195,639.762207,641.9868164,651.7236328,645.3862305,647.2866211,641.8754883,649.012207,652.4882813,636.34375,651.4243164,656.0664063,649.953125,647.4316406,649.9301758,643.7700195,637.9360352,651.965332,648.3164063,647.2026367,654.0302734,651.5332031,665.1088867,658.8188477,650.3803711,656.9775391,650.652832,642.3623047,660.3237305,657.3916016,644.8203125,641.534668,647.3222656,649.9135742,652.5571289,638.8130482,1,5,0,1,2,1,3,0,0,0,0,0,0,0,NHS11B0002304
3,0,0,1,3,2,1,2,1,2,7,826.9145508,836.3642578,835.6098633,841.8867188,820.2919922,835.9375,837.7617188,823.5068359,820.8691406,852.1875,813.8535156,837.3730469,812.2514648,834.3349609,823.4160156,850.1953125,815.0053711,829.1479492,827.8491211,829.1992188,833.2402344,835.6870117,815.2138672,861.4555664,826.3935547,827.684082,836.1723633,829.7246094,821.4667969,841.1499023,826.9145508,829.8808594,822.8525391,835.4599609,826.6020508,835.9375,857.7080078,829.8413086,833.4980469,838.9755859,820.0664063,818.3417969,824.7480469,827.9658203,823.4160156,824.2348633,815.0053711,816.4887695,821.5297852,810.3535156,833.2402344,829.2583008,821.4370117,841.2651367,820.0849609,827.684082,836.1723633,0,840.7197266,834.6796875,816.2885566,1,7,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0002305
2,0,0,1,3,1,0,2,1,2,9,931.5942383,927.9140625,928.8959961,942.4506836,929.8037109,932.2104492,931.5869141,922.8198242,924.793457,926.7163086,925.5244141,937.5332031,922.2861328,914.824707,921.1870117,932.199707,921.2753906,935.8505859,930.3041992,924.1582031,924.8295898,930.5537109,935.472168,926.0087891,921.5546875,919.9399414,923.6723633,935.4257813,926.0742188,923.7875977,922.184082,935.0336914,928.8959961,916.402832,934.5839844,920.4697266,922.1533203,925.1621094,924.793457,933.8266602,927.8735352,923.2919922,941.253418,931.1606445,952.3730469,932.199707,933.0566406,0,927.9492188,926.5039063,953.7304688,930.5537109,935.472168,918.9936523,933.3095703,931.644043,937.8828125,928.3032227,942.7817383,926.1264648,913.5881983,1,1,0,1,1,1,1,0,0,0,0,0,0,0,NHS11B0002306
2,0,0,1,3,3,0,2,1,1,4,289.8652344,293.2336426,292.2832031,288.2758789,292.7668457,290.703125,293.3220215,290.3642578,288.1574707,291.7556152,290.8706055,291.5993652,290.041748,293.1906738,292.1970215,290.0817871,291.9094238,292.9274902,288.4311523,289.2988281,294.144043,294.2224121,295.8637695,293.6169434,289.0749512,289.3410645,291.2497559,289.5168457,289.9089355,292.6660156,289.3034668,290.3977051,296.9042969,289.9550781,293.3374023,292.9787598,291.6035156,289.8024902,293.8410645,296.3500977,290.8706055,292.7404785,290.605957,295.4946289,289.3657227,292.9257813,289.0808105,0,290.6757813,288.7402344,291.2883301,293.0708008,295.2836914,292.4724121,293.6096191,289.3410645,294.0996094,292.9230957,291.607666,289.8354492,286.8435239,1,3,0,1,1,1,3,0,0,0,0,0,0,0,NHS11B0002307
2,1,2,1,3,1,0,2,1,3,99,109.4702148,111.3641357,110.1442871,108.3118286,108.5385132,108.9119873,109.2000732,110.5137939,108.5671997,110.0758667,108.4924316,108.795105,110.4934692,114.3977661,108.8995361,0,108.9422607,109.5983887,109.4244995,108.5842285,108.661499,111.2904053,108.7949219,107.3518677,111.5949707,109.0570679,108.4547119,110.2232666,109.1378174,109.0889893,108.1220703,108.8832397,108.5205078,109.1221313,108.5385132,109.182251,108.3931885,109.9598389,109.1086426,110.3510742,108.7616577,108.795105,109.9423828,108.1835938,109.4385986,110.37677,109.7593384,108.5213013,109.1523438,110.217041,108.661499,109.3620605,109.3388672,107.6169434,109.6517944,109.0570679,107.9204712,109.402771,109.4099731,108.8196411,107.4649758,1,6,5,1,1,1,8,0,0,0,0,0,0,0,NHS11B0002308
2,0,0,1,3,1,0,2,1,2,10,840.5068359,0,842.8325195,838.3544922,848.2900391,844.6298828,846.8125,845.3178711,843.5864258,849.9775391,839.1826172,846.6323242,843.4882813,852.0942383,844.4863281,840.8847656,840.8701172,846.1640625,842.9511719,854.4355469,854.1225586,846.0649414,843.2910156,836.2666016,847.6762695,839.9091797,848.6992188,852.2939453,838.6337891,830.2695313,842.0048828,845.4467773,845.8535156,836.862793,845.2607422,838.6503906,845.2973633,843.8081055,842.0825195,842.3886719,839.1826172,837.6098633,841.9819336,841.4624023,841.480957,837.8974609,849.9604492,840.1416016,847.4916992,846.7929688,840.3955078,852.1738281,843.2910156,846.7758789,847.6762695,838.4121094,838.1469727,840.1621094,838.6337891,837.6694336,829.3806313,1,8,0,2,3,1,2,0,0,0,0,0,0,0,NHS11B0002309
2,0,0,1,3,1,0,2,1,2,7,289.8652344,0,292.2832031,288.2758789,292.7668457,290.703125,293.3220215,290.3642578,288.1574707,291.7556152,290.8706055,291.5993652,290.041748,293.1906738,292.1970215,290.0817871,291.9094238,292.9274902,288.4311523,289.2988281,294.144043,294.2224121,295.8637695,293.6169434,289.0749512,289.3410645,291.2497559,289.5168457,289.9089355,292.6660156,289.3034668,290.3977051,296.9042969,289.9550781,293.3374023,292.9787598,291.6035156,289.8024902,293.8410645,296.3500977,290.8706055,292.7404785,290.605957,295.4946289,289.3657227,292.9257813,289.0808105,292.9274902,290.6757813,288.7402344,291.2883301,293.0708008,295.2836914,292.4724121,293.6096191,289.3410645,294.0996094,292.9230957,291.607666,289.8354492,286.8435239,1,10,0,1,1,1,4,0,0,0,0,0,0,0,NHS11B0002310
